"airplaneID","AirlineID","airplaneType"
68010,"UJ","320"
68011,"UL","320"
68012,"UL","320"
68013,"UL","320"
68014,"UL","321"
68015,"UL","332"
68016,"UL","321 332"
68017,"UL","332"
68018,"UL","320"
68019,"UL","320"
68020,"UL","CNC"
68021,"UL","332"
68022,"UL","332"
68023,"UL","321"
68024,"UL","320"
68025,"UL","321"
68026,"UL","321 332"
68027,"UL","320"
68028,"UL","320"
68029,"UL","332"
68030,"UL","321 320"
68031,"UL","320 321"
68032,"UL","321"
68033,"UL","320"
68034,"UL","332"
68035,"UL","343"
68036,"UL","332 343"
68037,"UL","332 320 321"
68038,"UL","332 343"
68039,"UL","332"
68040,"UL","CNC"
68041,"UL","332 320 343"
68042,"UL","320"
68043,"UL","343"
68044,"UL","CNC"
68045,"UL","320"
68046,"UL","320 321"
68047,"UL","343 332"
68048,"UL","332"
68049,"UL","332 320 343"
68050,"UL","321 320"
68051,"UL","320 332 343"
68052,"UL","332 343"
68053,"UL","332"
68054,"UL","332"
68055,"UL","343 332"
68056,"UL","320"
68057,"UL","320"
68058,"UL","320 321"
68059,"UL","320"
68060,"UL","320"
68061,"UL","320 321"
68062,"UL","321"
68063,"UL","320"
68064,"UL","CNC"
68065,"UL","332"
68066,"UL","343"
68067,"UL","332 343"
68068,"UL","332 320 321"
68069,"UL","332 343"
68070,"UL","332"
68071,"UL","CNC"
68072,"UL","CNC"
68073,"UL","CNC"
68074,"UL","332"
68075,"UL","320 343"
68076,"UL","343"
68077,"UL","332"
68078,"UL","332 343"
68079,"UL","320"
68080,"UL","343"
68081,"UL","CNC"
68082,"UL","CNC"
68083,"UL","320"
68084,"UL","320 321"
68085,"UL","343 332"
68086,"UL","332"
68087,"UL","332 320 343"
68088,"UL","320 343"
68089,"UL","321 320"
68090,"UL","332"
68091,"UL","320 332 343"
68092,"UL","320"
68093,"UL","343 332"
68094,"UL","332"
68095,"UL","332 343"
68096,"UL","343 332"
68097,"UL","320"
68098,"UL","320"
68099,"UL","320 321"
68100,"UL","CNC"
68101,"UL","320"
68102,"UL","320"
68103,"UL","332"
68104,"UM","732"
68105,"UM","762"
68106,"UM","732"
68107,"UM","732"
68108,"UM","762"
68109,"UM","732"
68110,"UM","762"
68111,"UM","762"
68112,"UM","732"
68113,"UM","732"
68114,"UM","732"
68115,"UM","732"
68116,"UN","333"
68117,"UN","734 735"
68118,"UN","73G"
68119,"UN","738"
68120,"UN","735"
68121,"UN","73H"
68122,"UN","734"
68123,"UN","74E"
68124,"UN","763 734 772 744"
68125,"UN","T20"
68126,"UN","772 744"
68127,"UN","763"
68128,"UN","763"
68129,"UN","333"
68130,"UN","333"
68131,"UN","762"
68132,"UN","738 73G"
68133,"UN","74E"
68134,"UN","734"
68135,"UN","74E"
68136,"UN","734 735"
68137,"UN","735"
68138,"UN","734"
68139,"UN","763 734 772 744"
68140,"UN","T20"
68141,"UN","772 744"
68142,"UN","762"
68143,"UN","734"
68144,"UN","735"
68145,"UN","735"
68146,"UN","773"
68147,"UN","772"
68148,"UN","735"
68149,"UN","763"
68150,"UN","773"
68151,"UN","734 772"
68152,"UN","763"
68153,"UN","744"
68154,"UN","735"
68155,"UN","T20 744"
68156,"UN","77W"
68157,"UN","735"
68158,"UN","735"
68159,"UN","735"
68160,"UN","735"
68161,"UN","773"
68162,"UN","735"
68163,"UN","735"
68164,"UN","735"
68165,"UN","735"
68166,"UN","735"
68167,"UN","320"
68168,"UN","735"
68169,"UN","735"
68170,"UN","735"
68171,"UN","744"
68172,"UN","734 735"
68173,"UN","735 734"
68174,"UN","735 734 763"
68175,"UN","735"
68176,"UN","735"
68177,"UN","763 744"
68178,"UN","773"
68179,"UN","772"
68180,"UN","734 763"
68181,"UN","DH4"
68182,"UN","763"
68183,"UN","735"
68184,"UN","763"
68185,"UN","77W"
68186,"UN","735"
68187,"UN","772"
68188,"UN","735"
68189,"UN","735"
68190,"UN","773"
68191,"UN","772 763"
68192,"UN","735 734"
68193,"UN","735"
68194,"UN","735"
68195,"UN","735"
68196,"UN","735"
68197,"UN","772"
68198,"UN","32S"
68199,"UN","735"
68200,"UN","763"
68201,"UN","773"
68202,"UN","T20 763"
68203,"UN","735"
68204,"UN","735"
68205,"UN","773"
68206,"UN","738"
68207,"UN","738"
68208,"UN","738"
68209,"UN","738"
68210,"UN","738"
68211,"UN","738"
68212,"UN","777 763"
68213,"UN","772"
68214,"UN","333"
68215,"UN","73H"
68216,"UN","735"
68217,"UN","735"
68218,"UN","738 763"
68219,"UN","738 73G"
68220,"UN","763"
68221,"UN","773"
68222,"UN","73G"
68223,"UN","734 772"
68224,"UN","738 777"
68225,"UN","763"
68226,"UN","744"
68227,"UN","763"
68228,"UN","763"
68229,"UN","763"
68230,"UN","74E"
68231,"UN","735"
68232,"UN","T20 744"
68233,"UN","763"
68234,"UN","744"
68235,"UN","738"
68236,"UN","738"
68237,"UN","77W"
68238,"UN","735"
68239,"UN","73G"
68240,"UN","738"
68241,"UN","738 73G"
68242,"UN","777"
68243,"UN","346"
68244,"UN","735"
68245,"UN","735"
68246,"UN","735"
68247,"UN","773"
68248,"UN","738"
68249,"UN","735"
68250,"UN","735"
68251,"UN","73G"
68252,"UN","73G"
68253,"UN","735"
68254,"UN","738"
68255,"UN","738"
68256,"UN","735"
68257,"UN","346"
68258,"UN","777"
68259,"UN","733 744 763"
68260,"UN","735"
68261,"UN","735"
68262,"UN","733 744 763"
68263,"UN","735"
68264,"UN","735"
68265,"UN","763"
68266,"UN","733"
68267,"UN","763"
68268,"UN","733 744"
68269,"UN","73G 738"
68270,"UN","320"
68271,"UN","744"
68272,"UN","333"
68273,"UN","333"
68274,"UN","333"
68275,"UN","346"
68276,"UN","346"
68277,"UN","333"
68278,"UN","744"
68279,"UN","73H 73G 763 738"
68280,"UN","738 73G"
68281,"UN","333"
68282,"UN","744"
68283,"UN","777"
68284,"UN","74E 767"
68285,"UN","767"
68286,"UN","735"
68287,"UN","73G"
68288,"UN","735"
68289,"UN","735"
68290,"UN","735"
68291,"UN","735"
68292,"UN","73G 738"
68293,"UN","744"
68294,"UN","763"
68295,"UN","744"
68296,"UN","738"
68297,"UN","734 735"
68298,"UN","738 73G"
68299,"UN","73G"
68300,"UN","734 735"
68301,"UN","738"
68302,"UN","73H"
68303,"UN","735 734"
68304,"UN","763"
68305,"UN","763"
68306,"UN","738 73G"
68307,"UN","735"
68308,"UN","733"
68309,"UN","735"
68310,"UN","763"
68311,"UN","763 744"
68312,"UN","763 74E"
68313,"UN","773"
68314,"UN","772"
68315,"UN","763"
68316,"UN","744"
68317,"UN","734 763"
68318,"UN","733 744"
68319,"UN","744"
68320,"UN","DH4"
68321,"UN","73G"
68322,"UN","763"
68323,"UN","735"
68324,"UN","73G"
68325,"UN","767"
68326,"UN","744"
68327,"UN","763"
68328,"UN","77W"
68329,"UN","735"
68330,"UN","772"
68331,"UN","744"
68332,"UN","738"
68333,"UN","738"
68334,"UN","735"
68335,"UN","744"
68336,"UN","744"
68337,"UN","744"
68338,"UN","744"
68339,"UN","744"
68340,"UN","763"
68341,"UN","735"
68342,"UN","763"
68343,"UN","738"
68344,"UN","738"
68345,"UN","73G 738"
68346,"UN","773"
68347,"UN","772"
68348,"UN","772 763"
68349,"UN","735 734"
68350,"UN","738 73H 73G"
68351,"UN","735"
68352,"UN","333"
68353,"UN","735"
68354,"UN","73H"
68355,"UN","735"
68356,"UN","735"
68357,"UN","772"
68358,"UN","738"
68359,"UN","32S"
68360,"UN","738 73G"
68361,"UN","73G"
68362,"UN","738"
68363,"UN","73H"
68364,"UN","74E"
68365,"UN","738 73G"
68366,"UN","74E"
68367,"UN","74E"
68368,"UN","777 763"
68369,"UN","73H"
68370,"UN","738 763"
68371,"UN","738 73G"
68372,"UN","73G"
68373,"UN","738 777"
68374,"UN","74E"
68375,"UN","738"
68376,"UN","73G"
68377,"UN","738"
68378,"UN","73G 738"
68379,"UN","777"
68380,"UN","738"
68381,"UN","73G"
68382,"UN","73G"
68383,"UN","738"
68384,"UN","777"
68385,"UN","73G 738"
68386,"UN","73H 73G 763 738"
68387,"UN","738 73G"
68388,"UN","777"
68389,"UN","74E 767"
68390,"UN","767"
68391,"UN","73G"
68392,"UN","73G 738"
68393,"UN","738"
68394,"UN","738 73G"
68395,"UN","73G"
68396,"UN","73H"
68397,"UN","738 73G"
68398,"UN","763"
68399,"UN","763 74E"
68400,"UN","73G"
68401,"UN","73G"
68402,"UN","767"
68403,"UN","738"
68404,"UN","73G"
68405,"UN","772"
68406,"UN","73H 73G 738"
68407,"UN","73H"
68408,"UN","738"
68409,"UN","738 73G"
68410,"UN","777"
68411,"UN","735"
68412,"UN","763"
68413,"UN","773"
68414,"UN","763 T20"
68415,"UN","777"
68416,"UO","320"
68417,"UO","320"
68418,"UO","320"
68419,"UO","320"
68420,"UO","320"
68421,"UO","320"
68422,"UO","320"
68423,"UO","320"
68424,"UO","320"
68425,"UO","320"
68426,"UO","320"
68427,"UO","320"
68428,"UO","320"
68429,"UO","320"
68430,"UO","320"
68431,"UO","320"
68432,"UO","320"
68433,"UO","320"
68434,"UO","320"
68435,"UO","320"
68436,"UP","DH8"
68437,"UP","DH8"
68438,"UP","734"
68439,"UP","734"
68440,"UP","734"
68441,"UP","DH8"
68442,"UP","DH8"
68443,"UP","DH8"
68444,"UP","734"
68445,"UP","DH8"
68446,"UP","737 DH8"
68447,"UP","734"
68448,"UP","734"
68449,"UP","734"
68450,"UP","734"
68451,"UP","DH8"
68452,"UP","DH8"
68453,"UP","734"
68454,"UP","DH8"
68455,"UP","DH8"
68456,"UP","737"
68457,"UP","DH8"
68458,"UP","DH8"
68459,"UP","DH8"
68460,"UP","737 DH8"
68461,"UP","DH8"
68462,"UP","DH8"
68463,"UP","737"
68464,"UP","737"
68465,"UP","DH8"
68466,"UP","DH8"
68467,"UP","DH8"
68468,"UP","DH8"
68469,"UP","DH8"
68470,"UP","737 DH8"
68471,"UP","DH8"
68472,"UP","DH8"
68473,"UP","DH8"
68474,"UP","737"
68475,"UP","DH8"
68476,"UP","DH8"
68477,"UP","737 DH8"
68478,"UP","DH8"
68479,"UP","737"
68480,"UP","DH8"
68481,"UP","DH8"
68482,"UP","DH8"
68483,"UP","DH8"
68484,"UP","BE9"
68485,"UP","DH8"
68486,"UP","DH8"
68487,"UP","DH8"
68488,"UP","DH8"
68489,"UP","734"
68490,"UP","DH8"
68491,"UP","737"
68492,"UP","BE9"
68493,"UP","DH8"
68494,"UR","AN4"
68495,"UR","AT7"
68496,"UR","AT7"
68497,"UR","AT7"
68498,"UR","AT7"
68499,"UR","AT7"
68500,"UR","AT7"
68501,"UR","AT7"
68502,"UR","AT7"
68503,"UR","AT7"
68504,"UR","AT7"
68505,"UR","AT7"
68506,"UR","AT7"
68507,"UR","AT7"
68508,"UR","AT7"
68509,"UR","AN4"
68510,"UR","AT7"
68511,"UR","AT7"
68512,"UR","AT7"
68513,"UR","AT7"
68514,"UR","AT7"
68515,"UR","AT7"
68516,"UR","AN4"
68517,"UR","AN4"
68518,"UR","AN4"
68519,"UR","AT7"
68520,"UR","AT7"
68521,"UR","AT7"
68522,"UR","AT7"
68523,"UR","AT7"
68524,"UR","AT7"
68525,"UR","AT7"
68526,"UR","AT7"
68527,"UR","AT7"
68528,"UR","AT7"
68529,"UR","AN4"
68530,"UR","AN4"
68531,"UR","AN4"
68532,"UR","AN4"
68533,"UR","AT7"
68534,"UR","AT7"
68535,"UR","AT7"
68536,"UR","AT7"
68537,"UR","AT7"
68538,"UR","AT7"
68539,"UR","AT7"
68540,"UR","AT7"
68541,"UR","AT7"
68542,"UR","AT7"
68543,"UR","AT7"
68544,"UR","AT7"
68545,"UR","AT7"
68546,"UR","AT7"
68547,"UR","AT7"
68548,"UR","AT7"
68549,"UR","AT7"
68550,"UR","AT7"
68551,"UR","AN4"
68552,"UR","AN4"
68553,"UR","AT7"
68554,"UR","AT7"
68555,"UR","AT7"
68556,"UR","AT7"
68557,"UR","AT7"
68558,"UR","AT7"
68559,"UR","AN4"
68560,"UR","AN4"
68561,"UR","AT7"
68562,"UR","AT7"
68563,"UR","AT7"
68564,"UR","AT7"
68565,"UR","AT7"
68566,"UR","AT7"
68567,"UR","AN4"
68568,"UR","AT7"
68569,"UR","AT7"
68570,"US","CR9 CR7 CRJ"
68571,"US","CRJ DH8"
68572,"US","ERD ER4"
68573,"US","M83 M80"
68574,"US","CR7 CRJ"
68575,"US","E75"
68576,"US","CRJ CR9"
68577,"US","ER4"
68578,"US","320"
68579,"US","ER4 CRJ ERD"
68580,"US","DH3 CRJ"
68581,"US","CRJ"
68582,"US","ER4"
68583,"US","319"
68584,"US","CRJ"
68585,"US","CRJ E75 DH8 E70"
68586,"US","ERD"
68587,"US","ER4"
68588,"US","340 330"
68589,"US","340"
68590,"US","330"
68591,"US","320 319"
68592,"US","752"
68593,"US","319 320"
68594,"US","319"
68595,"US","738"
68596,"US","738"
68597,"US","320 763"
68598,"US","ERD"
68599,"US","CRJ"
68600,"US","757"
68601,"US","332"
68602,"US","319 320 321"
68603,"US","M80 319 M83"
68604,"US","738 ERD ER4"
68605,"US","CR7 E75"
68606,"US","E90 319"
68607,"US","320 321"
68608,"US","752 319 320"
68609,"US","738"
68610,"US","320"
68611,"US","CR9"
68612,"US","M80 738 M83"
68613,"US","738"
68614,"US","738 M83"
68615,"US","M83 M80"
68616,"US","319 E90"
68617,"US","319"
68618,"US","CR7"
68619,"US","CRJ"
68620,"US","CRJ DH8"
68621,"US","ER4 ERD"
68622,"US","318 320"
68623,"US","763"
68624,"US","763"
68625,"US","332"
68626,"US","738"
68627,"US","738"
68628,"US","319"
68629,"US","320 321 319"
68630,"US","CRJ"
68631,"US","738"
68632,"US","738"
68633,"US","738"
68634,"US","ER4 E75"
68635,"US","319 E90"
68636,"US","ERJ"
68637,"US","CRJ CR9"
68638,"US","757"
68639,"US","DH8"
68640,"US","CRJ E70"
68641,"US","E75 CRJ"
68642,"US","CRJ CR7"
68643,"US","CRJ"
68644,"US","M80 M83"
68645,"US","ER4"
68646,"US","CRJ"
68647,"US","ER4 100"
68648,"US","319"
68649,"US","ER4"
68650,"US","ER4 ERD"
68651,"US","319 CR7"
68652,"US","ERD CRJ"
68653,"US","M80 738 M83"
68654,"US","ER4"
68655,"US","738"
68656,"US","CR7"
68657,"US","738 ER4"
68658,"US","ER4 CR7"
68659,"US","CRJ"
68660,"US","773 772"
68661,"US","319"
68662,"US","320"
68663,"US","330"
68664,"US","319"
68665,"US","757 330 763"
68666,"US","319"
68667,"US","CRJ"
68668,"US","319 321 320 E90"
68669,"US","319"
68670,"US","319 E90"
68671,"US","738 757"
68672,"US","738"
68673,"US","738 757"
68674,"US","E90 319"
68675,"US","DH8"
68676,"US","757 738"
68677,"US","738"
68678,"US","E90 319 321 320"
68679,"US","320 319 321"
68680,"US","E70 CRJ"
68681,"US","CRJ"
68682,"US","CRJ"
68683,"US","DH8"
68684,"US","ERD"
68685,"US","CRJ ER4"
68686,"US","321 320"
68687,"US","319 320"
68688,"US","762"
68689,"US","757"
68690,"US","CRJ"
68691,"US","ER4 ERD"
68692,"US","CRJ"
68693,"US","E90"
68694,"US","CRJ"
68695,"US","320 319 734"
68696,"US","E70 CRJ E75"
68697,"US","CR7"
68698,"US","CRJ E75 DH8 E70"
68699,"US","CR9 CRJ"
68700,"US","E90 321 752 319 734 320"
68701,"US","M83 M80"
68702,"US","ER4"
68703,"US","738"
68704,"US","E75 ER4 CR7"
68705,"US","319 E90"
68706,"US","319 320"
68707,"US","319"
68708,"US","738"
68709,"US","738"
68710,"US","CRJ DH3"
68711,"US","CRJ"
68712,"US","ER4"
68713,"US","CRJ"
68714,"US","CRJ CR7"
68715,"US","CRJ"
68716,"US","CRJ"
68717,"US","321"
68718,"US","333"
68719,"US","763 777"
68720,"US","763 757"
68721,"US","763"
68722,"US","763"
68723,"US","332"
68724,"US","CRJ DH3"
68725,"US","CRJ"
68726,"US","ERD"
68727,"US","ER4 ERD"
68728,"US","CRJ"
68729,"US","ERD"
68730,"US","CRJ"
68731,"US","DH8"
68732,"US","319 CR7 CRJ"
68733,"US","E70 CRJ E75"
68734,"US","ER4 ERD"
68735,"US","ER4"
68736,"US","E75 CRJ"
68737,"US","ER4 CRJ"
68738,"US","ER4"
68739,"US","319 CR7"
68740,"US","319"
68741,"US","ER4"
68742,"US","ER4"
68743,"US","ER4 CR7 ERD"
68744,"US","E75 CRJ E70 CR9"
68745,"US","ER4 ERD"
68746,"US","738 319 318 320"
68747,"US","CR7 CRJ CR9"
68748,"US","CRJ"
68749,"US","319"
68750,"US","319"
68751,"US","320 321 319"
68752,"US","752 319 320"
68753,"US","CR9"
68754,"US","DH3 CR9 CR7 CRJ DH8"
68755,"US","CRJ"
68756,"US","319 321 320"
68757,"US","CRJ"
68758,"US","CR7 319"
68759,"US","321 319 320"
68760,"US","CRJ"
68761,"US","319 320 734"
68762,"US","319 734 321 752 320 E90"
68763,"US","319"
68764,"US","DH3 CRJ"
68765,"US","CRJ"
68766,"US","333"
68767,"US","CRJ"
68768,"US","CRJ"
68769,"US","CR7 319 CRJ"
68770,"US","319"
68771,"US","CR9 E75 CR7 CRJ E70"
68772,"US","CRJ"
68773,"US","321 320 734"
68774,"US","CRJ"
68775,"US","319"
68776,"US","CR7"
68777,"US","CRJ CR7"
68778,"US","319 320 E90"
68779,"US","321 320"
68780,"US","M80 321 319 M83 320 734 752"
68781,"US","CR9"
68782,"US","319 321 320"
68783,"US","752"
68784,"US","DH3 CRJ DH8 CR7"
68785,"US","321 320 734 319"
68786,"US","CRJ"
68787,"US","333"
68788,"US","320 734 321 319"
68789,"US","DH8 CRJ DH3"
68790,"US","CR7"
68791,"US","333 332"
68792,"US","320 321 319"
68793,"US","762"
68794,"US","CRJ"
68795,"US","CR7 CRJ"
68796,"US","332"
68797,"US","CRJ"
68798,"US","CRJ"
68799,"US","DH8"
68800,"US","CRJ"
68801,"US","CRJ CR7"
68802,"US","DH3 DH8"
68803,"US","CR7 CR9"
68804,"US","734 319 321 320"
68805,"US","319 CRJ CR7"
68806,"US","319"
68807,"US","CRJ"
68808,"US","319 734"
68809,"US","321 319"
68810,"US","321"
68811,"US","321"
68812,"US","CR7"
68813,"US","321 320 319"
68814,"US","333"
68815,"US","320"
68816,"US","CRJ"
68817,"US","CR7"
68818,"US","319 321 320"
68819,"US","319"
68820,"US","321 762 752 319"
68821,"US","319 CR7"
68822,"US","CR7 319"
68823,"US","319"
68824,"US","CRJ"
68825,"US","CR9"
68826,"US","320 321 319 734"
68827,"US","CR7"
68828,"US","CRJ"
68829,"US","CRJ"
68830,"US","319 321 320"
68831,"US","319 320 "
68832,"US","CR7"
68833,"US","319 734"
68834,"US","CRJ CR7"
68835,"US","CR9"
68836,"US","321 320 E90"
68837,"US","319 CR7"
68838,"US","320 319 734"
68839,"US","320"
68840,"US","CRJ"
68841,"US","CRJ"
68842,"US","762 E90 319 320 332 752 321 734"
68843,"US","752 321"
68844,"US","319 734 320 321"
68845,"US","321"
68846,"US","CR9"
68847,"US","319 752 321 320"
68848,"US","321 320 319"
68849,"US","319"
68850,"US","320 734 319 321 E90"
68851,"US","319"
68852,"US","CRJ"
68853,"US","319"
68854,"US","320 321 319 734"
68855,"US","320 321"
68856,"US","319"
68857,"US","CR7 CRJ"
68858,"US","DH3"
68859,"US","CR7 CRJ"
68860,"US","320 321 319"
68861,"US","321"
68862,"US","320"
68863,"US","319"
68864,"US","321"
68865,"US","320"
68866,"US","321"
68867,"US","CR9 E75"
68868,"US","319"
68869,"US","752 762"
68870,"US","752 319"
68871,"US","319 320"
68872,"US","CRJ CR7"
68873,"US","320 321 319 734"
68874,"US","CRJ"
68875,"US","CRJ CR7"
68876,"US","320 319"
68877,"US","CR7 CRJ"
68878,"US","CR7 CRJ"
68879,"US","CRJ"
68880,"US","CRJ"
68881,"US","E75 CRJ"
68882,"US","E75 CR9 CR7 E70 CRJ"
68883,"US","CRJ"
68884,"US","M83 M80"
68885,"US","CR7"
68886,"US","738"
68887,"US","CR7 ERD"
68888,"US","ER4"
68889,"US","ER4"
68890,"US","E70 CRJ E75"
68891,"US","319 320"
68892,"US","ER4"
68893,"US","ERD ER4"
68894,"US","763"
68895,"US","320"
68896,"US","M80 M83"
68897,"US","ER4 ERD"
68898,"US","ER4 ERD"
68899,"US","319 ERD ER4"
68900,"US","318 320"
68901,"US","319"
68902,"US","321 320 734"
68903,"US","738 757"
68904,"US","738"
68905,"US","738"
68906,"US","738"
68907,"US","752 332 321 319"
68908,"US","752 320 321"
68909,"US","738"
68910,"US","ER4 ERD"
68911,"US","CRJ"
68912,"US","CRJ"
68913,"US","ER4"
68914,"US","ER4"
68915,"US","ER4"
68916,"US","ER4"
68917,"US","E70 CRJ E75"
68918,"US","ER4 ERD"
68919,"US","763"
68920,"US","319"
68921,"US","738"
68922,"US","738"
68923,"US","CRJ CR7"
68924,"US","CR7 CRJ"
68925,"US","CRJ"
68926,"US","M83 319 M80"
68927,"US","ERD"
68928,"US","ER4"
68929,"US","CRJ"
68930,"US","ER4 ERD"
68931,"US","CRJ"
68932,"US","CRJ"
68933,"US","CRJ"
68934,"US","CRJ E70"
68935,"US","CRJ"
68936,"US","ERD CRJ"
68937,"US","319 E90"
68938,"US","CRJ"
68939,"US","CRJ E75 E70"
68940,"US","CRJ"
68941,"US","CRJ"
68942,"US","CRJ"
68943,"US","E70 CRJ E75"
68944,"US","319 CRJ 320"
68945,"US","CRJ E75 E70"
68946,"US","DH8"
68947,"US","CRJ"
68948,"US","CRJ"
68949,"US","738 M80"
68950,"US","E70 CRJ"
68951,"US","CRJ E70 E75"
68952,"US","DH8"
68953,"US","319"
68954,"US","CRJ E70 E75"
68955,"US","CRJ"
68956,"US","DH8"
68957,"US","CRJ"
68958,"US","CRJ E70"
68959,"US","CRJ"
68960,"US","CRJ"
68961,"US","CRJ"
68962,"US","CRJ"
68963,"US","CRJ E75 E70"
68964,"US","738"
68965,"US","319"
68966,"US","738"
68967,"US","319 E90"
68968,"US","E70"
68969,"US","E70 E75"
68970,"US","320 319"
68971,"US","CRJ"
68972,"US","CRJ E75 E70"
68973,"US","738"
68974,"US","E70 E75"
68975,"US","E70 E75"
68976,"US","CRJ"
68977,"US","319"
68978,"US","CRJ"
68979,"US","E70"
68980,"US","738 M83"
68981,"US","CRJ"
68982,"US","E75 E70"
68983,"US","319 320 CRJ"
68984,"US","320 752"
68985,"US","CRJ E75"
68986,"US","CRJ"
68987,"US","CRJ E75 E70"
68988,"US","E75 CRJ E70"
68989,"US","ERD CRJ"
68990,"US","E70 CRJ"
68991,"US","E75 E70"
68992,"US","319"
68993,"US","CRJ"
68994,"US","CRJ"
68995,"US","CRJ"
68996,"US","CR7"
68997,"US","E70 CRJ E75"
68998,"US","CRJ"
68999,"US","319"
69000,"US","CRJ"
69001,"US","CRJ"
69002,"US","CRJ"
69003,"US","CRJ"
69004,"US","CRJ"
69005,"US","321 320"
69006,"US","738 M83 M80"
69007,"US","CR7"
69008,"US","738"
69009,"US","CR7"
69010,"US","320 321"
69011,"US","320 321"
69012,"US","ERD ER4"
69013,"US","M80 M83"
69014,"US","ER4"
69015,"US","ER4"
69016,"US","ER4"
69017,"US","ER4"
69018,"US","M83 M80 319"
69019,"US","M80 M83 738"
69020,"US","738"
69021,"US","M80 M83"
69022,"US","319"
69023,"US","ER4"
69024,"US","738 M80 M83"
69025,"US","319"
69026,"US","738 757"
69027,"US","ERD"
69028,"US","CRJ ER4"
69029,"US","ER4 ERD"
69030,"US","M83 M80"
69031,"US","738"
69032,"US","ER4"
69033,"US","763 777"
69034,"US","ER4 ERD"
69035,"US","ER4 ERD"
69036,"US","ER4 CRJ"
69037,"US","319"
69038,"US","ER4 ERD"
69039,"US","321 319 M80 M83 320 734 752"
69040,"US","M83 M80"
69041,"US","ER4"
69042,"US","M80 M83"
69043,"US","ER4 ERD"
69044,"US","ERD ER4"
69045,"US","CRJ"
69046,"US","738 757"
69047,"US","ERD ER4"
69048,"US","ER4"
69049,"US","738"
69050,"US","319 M80 M83"
69051,"US","738 M80"
69052,"US","738 M80 M83"
69053,"US","ER4"
69054,"US","ER4 M83 M80"
69055,"US","738 M83 M80"
69056,"US","M80 319"
69057,"US","ERD"
69058,"US","M83 M80"
69059,"US","ER4 ERD"
69060,"US","M80"
69061,"US","738"
69062,"US","777"
69063,"US","ER4 CRJ"
69064,"US","ER4 ERD"
69065,"US","ER4"
69066,"US","ER4 ERD"
69067,"US","ER4 M80"
69068,"US","ER4 ERD"
69069,"US","763"
69070,"US","ER4"
69071,"US","ER4"
69072,"US","ERD ER4"
69073,"US","ER4"
69074,"US","ER4 ERD"
69075,"US","77W"
69076,"US","ER4"
69077,"US","ER4"
69078,"US","738"
69079,"US","763"
69080,"US","M83 M80"
69081,"US","319"
69082,"US","738 M80"
69083,"US","M83 M80"
69084,"US","777"
69085,"US","319"
69086,"US","M80 M83"
69087,"US","ER4 ERD"
69088,"US","M80 M83"
69089,"US","738"
69090,"US","ER4"
69091,"US","738 M80 M83 757"
69092,"US","ERD"
69093,"US","738 763 757 M83"
69094,"US","ER4 M80"
69095,"US","ERD"
69096,"US","ERD"
69097,"US","ERD ER4"
69098,"US","738"
69099,"US","77W 777"
69100,"US","763"
69101,"US","738"
69102,"US","ER4 M80 M83"
69103,"US","ERD CRJ ER4"
69104,"US","777"
69105,"US","ERD ER4"
69106,"US","738"
69107,"US","M80 M83"
69108,"US","738 M80 M83 757"
69109,"US","319"
69110,"US","M80"
69111,"US","319 M80 M83"
69112,"US","ERD ER4"
69113,"US","ER4 ERD"
69114,"US","738 763 757"
69115,"US","M80 ER4 M83"
69116,"US","ERD ER4"
69117,"US","ER4"
69118,"US","ER4"
69119,"US","ER4"
69120,"US","ER4"
69121,"US","M80 M83 738"
69122,"US","M83 M80"
69123,"US","M80 M83"
69124,"US","ERD ER4"
69125,"US","738"
69126,"US","777"
69127,"US","763"
69128,"US","M80 M83"
69129,"US","M83 M80"
69130,"US","M83 M80"
69131,"US","M80 M83"
69132,"US","M80"
69133,"US","ERD"
69134,"US","738"
69135,"US","M83"
69136,"US","738 320 319 M83 M80 E90 752"
69137,"US","321 738 M80 319 320 M83"
69138,"US","ER4"
69139,"US","M80"
69140,"US","738"
69141,"US","ER4 M83 M80"
69142,"US","M80 M83"
69143,"US","738"
69144,"US","M80 M83"
69145,"US","ERD"
69146,"US","ER4 CRJ"
69147,"US","M80 M83 738"
69148,"US","M80 M83"
69149,"US","M83 738"
69150,"US","ERD"
69151,"US","738"
69152,"US","738"
69153,"US","ER4"
69154,"US","E90"
69155,"US","738 M80 M83 757"
69156,"US","M83 M80"
69157,"US","ER4"
69158,"US","763"
69159,"US","ERD M80 M83 319"
69160,"US","738 757"
69161,"US","738 757 763"
69162,"US","ERD ER4"
69163,"US","CRJ ERD ER4"
69164,"US","M83"
69165,"US","M80 M83"
69166,"US","757"
69167,"US","ER4"
69168,"US","757"
69169,"US","M83 M80"
69170,"US","ERD"
69171,"US","M83"
69172,"US","738"
69173,"US","ERD ER4"
69174,"US","ER4"
69175,"US","M80 M83 738"
69176,"US","ER4 ERD"
69177,"US","738 M83 M80"
69178,"US","ER4"
69179,"US","M83 M80 757 738"
69180,"US","M80 M83"
69181,"US","ERD ER4"
69182,"US","ER4 ERD CRJ"
69183,"US","ERD ER4"
69184,"US","ER4 ERD"
69185,"US","M80 ER4"
69186,"US","319"
69187,"US","738"
69188,"US","738"
69189,"US","M80 738"
69190,"US","319"
69191,"US","ERD"
69192,"US","343"
69193,"US","343"
69194,"US","332"
69195,"US","788 77W"
69196,"US","77L"
69197,"US","333 332"
69198,"US","77W 772"
69199,"US","333 332"
69200,"US","788"
